invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I809873,C144246,Female,20,Cosmetics,4,162.64,Cash,2/21/2022,Kanyon
I199214,C327329,Male,20,Cosmetics,4,162.64,Cash,1/6/2022,Forum Istanbul
I302933,C191811,Female,20,Cosmetics,4,162.64,Cash,1/5/2022,Zorlu Center
I160633,C218399,Male,20,Cosmetics,4,162.64,Debit Card,1/7/2022,Kanyon
I164565,C857631,Male,20,Cosmetics,4,162.64,Cash,3/9/2022,Mall of Istanbul
I581832,C929373,Female,20,Cosmetics,3,121.98,Debit Card,3/23/2022,Mall of Istanbul
I267523,C178391,Female,20,Cosmetics,3,121.98,Credit Card,1/13/2022,Mall of Istanbul
I788798,C258379,Female,20,Cosmetics,3,121.98,Cash,2/10/2022,Mall of Istanbul
I156365,C189120,Male,20,Cosmetics,3,121.98,Credit Card,3/26/2022,Kanyon
I256475,C209666,Female,20,Cosmetics,3,121.98,Debit Card,1/24/2022,Mall of Istanbul
I194311,C948070,Male,20,Shoes,5,3000.85,Cash,3/23/2022,Metrocity
I235820,C214774,Female,20,Clothing,3,900.24,Cash,2/11/2022,Mall of Istanbul
I185658,C303620,Male,20,Clothing,3,900.24,Cash,2/1/2022,Mall of Istanbul
I615910,C312269,Female,20,Clothing,3,900.24,Cash,2/25/2022,Zorlu Center
I268189,C198280,Female,20,Clothing,3,900.24,Credit Card,1/16/2022,Mall of Istanbul
I937706,C165140,Female,20,Clothing,3,900.24,Cash,1/9/2022,Zorlu Center
I162243,C279476,Female,20,Clothing,3,900.24,Cash,3/2/2022,Metrocity
I265943,C938118,Female,20,Clothing,3,900.24,Cash,2/26/2022,Kanyon
I336268,C558104,Female,20,Clothing,3,900.24,Debit Card,1/2/2022,Kanyon
I650172,C316711,Female,20,Clothing,3,900.24,Cash,2/13/2022,Mall of Istanbul
I192897,C143609,Female,20,Clothing,3,900.24,Cash,2/4/2022,Kanyon
I276300,C941234,Male,20,Food & Beverage,5,26.15,Credit Card,3/11/2022,Zorlu Center
I549674,C143866,Female,20,Food & Beverage,5,26.15,Credit Card,3/17/2022,Kanyon
I252347,C108049,Female,20,Food & Beverage,5,26.15,Cash,3/6/2022,Mall of Istanbul
I234294,C190782,Male,20,Food & Beverage,5,26.15,Cash,2/9/2022,Mall of Istanbul
I106060,C564791,Male,20,Toys,5,179.2,Cash,2/27/2022,Zorlu Center
I176770,C138281,Female,20,Toys,5,179.2,Debit Card,1/29/2022,Kanyon
I214202,C261708,Female,20,Toys,5,179.2,Cash,2/19/2022,Kanyon
I163762,C168608,Female,20,Toys,5,179.2,Credit Card,1/26/2022,Kanyon
I995049,C481202,Male,20,Shoes,1,600.17,Credit Card,3/30/2022,Kanyon
I531744,C167148,Female,20,Shoes,1,600.17,Credit Card,1/27/2022,Mall of Istanbul
I484130,C905163,Female,20,Shoes,2,1200.34,Credit Card,1/29/2022,Kanyon
I326396,C293279,Female,20,Shoes,2,1200.34,Credit Card,1/27/2022,Kanyon
I252297,C179843,Female,20,Shoes,4,2400.68,Cash,3/5/2022,Kanyon
I166850,C218346,Female,20,Shoes,4,2400.68,Cash,3/13/2022,Metrocity
I227547,C112647,Male,20,Shoes,4,2400.68,Cash,3/14/2022,Kanyon
I220927,C128804,Female,20,Shoes,4,2400.68,Cash,2/14/2022,Metrocity
I317578,C270127,Female,20,Cosmetics,5,203.3,Credit Card,3/3/2022,Forum Istanbul
I105144,C208189,Female,20,Cosmetics,5,203.3,Cash,2/17/2022,Kanyon
I379303,C124740,Male,20,Clothing,5,1500.4,Debit Card,1/11/2022,Mall of Istanbul
I113356,C258078,Female,20,Clothing,5,1500.4,Cash,3/19/2022,Forum Istanbul
I143136,C170679,Female,20,Clothing,5,1500.4,Debit Card,1/29/2022,Metrocity
I527916,C118449,Female,20,Clothing,5,1500.4,Debit Card,3/15/2022,Kanyon
I852672,C335260,Male,20,Clothing,5,1500.4,Credit Card,2/19/2022,Metrocity
I492412,C225403,Female,20,Clothing,5,1500.4,Cash,2/4/2022,Mall of Istanbul
I138222,C276700,Male,20,Clothing,5,1500.4,Debit Card,1/7/2022,Forum Istanbul
I825121,C238535,Female,20,Clothing,5,1500.4,Credit Card,3/5/2022,Mall of Istanbul
I872929,C210447,Female,20,Clothing,5,1500.4,Cash,2/28/2022,Mall of Istanbul
I244226,C325967,Female,20,Clothing,5,1500.4,Credit Card,1/30/2022,Zorlu Center
I269461,C217481,Male,20,Clothing,5,1500.4,Cash,3/15/2022,Metrocity
I338889,C726589,Female,20,Clothing,5,1500.4,Cash,1/12/2022,Kanyon
I179501,C260729,Female,20,Clothing,5,1500.4,Debit Card,3/5/2022,Mall of Istanbul
I504891,C335787,Male,20,Books,3,45.45,Credit Card,3/12/2022,Mall of Istanbul
I321490,C287363,Male,20,Books,3,45.45,Credit Card,1/5/2022,Kanyon
I309978,C254545,Female,20,Souvenir,3,35.19,Credit Card,3/2/2022,Mall of Istanbul
I129692,C295341,Female,20,Books,1,15.15,Credit Card,3/22/2022,Mall of Istanbul
I320827,C215212,Female,20,Books,1,15.15,Credit Card,1/4/2022,Kanyon
I190519,C771547,Female,20,Books,2,30.3,Debit Card,2/5/2022,Mall of Istanbul
I299953,C221019,Male,20,Books,4,60.6,Credit Card,1/7/2022,Metrocity
I170051,C141074,Female,20,Books,4,60.6,Credit Card,2/18/2022,Metrocity
I796152,C164564,Female,20,Shoes,3,1800.51,Cash,1/16/2022,Kanyon
I153881,C106678,Male,20,Shoes,3,1800.51,Credit Card,3/21/2022,Metrocity
I145616,C928232,Female,20,Shoes,3,1800.51,Cash,1/1/2022,Kanyon
I191535,C517348,Female,20,Shoes,3,1800.51,Cash,3/15/2022,Metrocity
I218280,C112640,Female,20,Food & Beverage,3,15.69,Credit Card,2/9/2022,Kanyon
I170497,C291154,Male,20,Food & Beverage,3,15.69,Credit Card,3/21/2022,Kanyon
I270528,C245001,Female,20,Food & Beverage,3,15.69,Credit Card,3/9/2022,Kanyon
I416397,C247803,Female,20,Food & Beverage,3,15.69,Cash,1/29/2022,Kanyon
I294746,C194981,Female,20,Food & Beverage,3,15.69,Credit Card,3/1/2022,Metrocity
I303298,C186075,Female,20,Food & Beverage,3,15.69,Cash,1/30/2022,Zorlu Center
I234303,C901260,Male,20,Clothing,1,300.08,Cash,1/28/2022,Zorlu Center
I202761,C330189,Male,20,Clothing,1,300.08,Cash,2/13/2022,Kanyon
I284435,C306474,Female,20,Clothing,1,300.08,Credit Card,2/5/2022,Kanyon
I435669,C250416,Female,20,Clothing,1,300.08,Credit Card,3/4/2022,Forum Istanbul
I252553,C789405,Female,20,Clothing,1,300.08,Credit Card,2/18/2022,Zorlu Center
I687985,C252094,Female,20,Clothing,1,300.08,Cash,2/23/2022,Mall of Istanbul
I148582,C102114,Male,20,Clothing,1,300.08,Cash,3/25/2022,Metrocity
I163217,C121326,Male,20,Clothing,1,300.08,Cash,2/3/2022,Mall of Istanbul
I185996,C935755,Male,20,Clothing,1,300.08,Credit Card,1/26/2022,Kanyon
I548909,C131803,Female,20,Clothing,1,300.08,Cash,2/2/2022,Forum Istanbul
I242855,C311995,Female,20,Clothing,1,300.08,Credit Card,2/10/2022,Mall of Istanbul
I173681,C301101,Male,20,Clothing,1,300.08,Debit Card,1/12/2022,Forum Istanbul
I228826,C569735,Male,20,Clothing,1,300.08,Credit Card,3/30/2022,Mall of Istanbul
I148735,C192557,Female,20,Clothing,2,600.16,Credit Card,1/18/2022,Metrocity
I245289,C166894,Male,20,Clothing,2,600.16,Debit Card,1/27/2022,Metrocity
I100738,C155129,Male,20,Clothing,2,600.16,Debit Card,3/31/2022,Kanyon
I233712,C691927,Female,20,Clothing,2,600.16,Credit Card,1/5/2022,Metrocity
I375599,C169211,Male,20,Clothing,2,600.16,Credit Card,3/14/2022,Mall of Istanbul
I148931,C121150,Male,20,Clothing,4,1200.32,Credit Card,1/4/2022,Kanyon
I337610,C162952,Female,20,Clothing,4,1200.32,Cash,3/20/2022,Kanyon
I208961,C209578,Male,20,Clothing,4,1200.32,Debit Card,2/5/2022,Mall of Istanbul
I131612,C250658,Male,20,Clothing,4,1200.32,Debit Card,1/11/2022,Kanyon
I135506,C203280,Male,20,Clothing,4,1200.32,Credit Card,1/27/2022,Forum Istanbul
I221353,C113611,Female,20,Clothing,4,1200.32,Cash,3/23/2022,Mall of Istanbul
I283494,C767248,Female,20,Clothing,4,1200.32,Debit Card,1/20/2022,Mall of Istanbul
I222132,C182869,Female,20,Clothing,4,1200.32,Credit Card,3/10/2022,Kanyon
I307524,C772067,Male,20,Clothing,4,1200.32,Cash,1/8/2022,Kanyon
I125754,C169792,Female,20,Clothing,4,1200.32,Cash,3/19/2022,Forum Istanbul
I309031,C220222,Male,20,Clothing,4,1200.32,Credit Card,2/10/2022,Metrocity
I228112,C318496,Male,20,Clothing,4,1200.32,Debit Card,3/30/2022,Metrocity
I297243,C173711,Female,20,Food & Beverage,1,5.23,Cash,2/6/2022,Kanyon
I152232,C193743,Male,20,Food & Beverage,1,5.23,Cash,3/24/2022,Kanyon
I179421,C201797,Female,20,Food & Beverage,1,5.23,Credit Card,2/4/2022,Kanyon
I169001,C168251,Female,20,Food & Beverage,2,10.46,Debit Card,2/5/2022,Kanyon
I223477,C132801,Female,20,Food & Beverage,2,10.46,Credit Card,1/27/2022,Mall of Istanbul
I323066,C245526,Female,20,Food & Beverage,4,20.92,Credit Card,1/6/2022,Metrocity
I143560,C233942,Female,20,Food & Beverage,4,20.92,Cash,3/2/2022,Forum Istanbul
I739894,C922162,Female,20,Food & Beverage,4,20.92,Debit Card,1/13/2022,Metrocity
I125014,C207127,Male,20,Toys,1,35.84,Cash,2/17/2022,Mall of Istanbul
I255842,C330327,Female,20,Toys,1,35.84,Cash,2/27/2022,Mall of Istanbul
I278723,C111647,Female,20,Toys,1,35.84,Credit Card,3/25/2022,Metrocity
I194188,C302893,Female,20,Toys,1,35.84,Credit Card,1/25/2022,Mall of Istanbul
I272797,C173164,Female,20,Toys,2,71.68,Cash,3/5/2022,Metrocity
I696007,C281242,Female,20,Toys,2,71.68,Credit Card,2/25/2022,Metrocity
I118766,C190507,Male,20,Toys,4,143.36,Cash,3/6/2022,Kanyon
I104561,C135589,Male,20,Toys,4,143.36,Cash,3/1/2022,Kanyon
I126353,C265093,Female,20,Toys,4,143.36,Debit Card,3/4/2022,Metrocity
I241257,C211517,Female,20,Souvenir,1,11.73,Credit Card,3/1/2022,Mall of Istanbul
I890091,C314774,Female,20,Souvenir,2,23.46,Cash,1/13/2022,Zorlu Center
I162940,C247662,Female,20,Souvenir,2,23.46,Debit Card,1/31/2022,Metrocity
I604199,C222756,Male,20,Souvenir,2,23.46,Cash,1/24/2022,Mall of Istanbul
I980204,C251215,Male,20,Souvenir,2,23.46,Cash,1/8/2022,Mall of Istanbul
I270785,C156986,Female,20,Souvenir,4,46.92,Debit Card,3/30/2022,Mall of Istanbul
I209424,C471989,Female,21,Technology,4,4200,Cash,2/11/2022,Mall of Istanbul
I206285,C177200,Female,21,Technology,4,4200,Cash,1/23/2022,Metrocity
I899275,C296569,Female,21,Technology,5,5250,Cash,1/3/2022,Zorlu Center
I841921,C208691,Male,21,Technology,3,3150,Credit Card,2/5/2022,Zorlu Center
I329641,C622949,Male,21,Books,5,75.75,Cash,3/18/2022,Mall of Istanbul
I158625,C382776,Male,21,Cosmetics,1,40.66,Debit Card,3/10/2022,Zorlu Center
I217430,C101929,Female,21,Cosmetics,1,40.66,Credit Card,2/20/2022,Mall of Istanbul
I138168,C276149,Female,21,Cosmetics,1,40.66,Credit Card,2/24/2022,Forum Istanbul
I793444,C380731,Female,21,Cosmetics,1,40.66,Credit Card,2/16/2022,Metrocity
I243758,C915049,Female,21,Cosmetics,1,40.66,Credit Card,3/15/2022,Mall of Istanbul
I309784,C265168,Male,21,Cosmetics,2,81.32,Debit Card,1/29/2022,Metrocity
I263708,C112483,Female,21,Cosmetics,2,81.32,Credit Card,1/21/2022,Metrocity
I247292,C174881,Male,21,Cosmetics,2,81.32,Credit Card,2/7/2022,Mall of Istanbul
I111400,C336295,Male,21,Cosmetics,2,81.32,Cash,3/3/2022,Kanyon
I119365,C113742,Female,21,Cosmetics,2,81.32,Cash,1/7/2022,Mall of Istanbul
I504304,C153077,Male,21,Cosmetics,2,81.32,Credit Card,1/12/2022,Mall of Istanbul
I268198,C220438,Female,21,Cosmetics,2,81.32,Cash,1/30/2022,Metrocity
I560302,C202888,Female,21,Cosmetics,4,162.64,Cash,3/8/2022,Mall of Istanbul
I301987,C151961,Male,21,Cosmetics,4,162.64,Debit Card,2/28/2022,Mall of Istanbul
I274507,C309725,Male,21,Cosmetics,4,162.64,Cash,3/27/2022,Metrocity
I168465,C345532,Female,21,Cosmetics,4,162.64,Credit Card,2/19/2022,Mall of Istanbul
I233553,C264659,Male,21,Cosmetics,3,121.98,Cash,3/26/2022,Metrocity
I188647,C265961,Male,21,Cosmetics,3,121.98,Cash,3/30/2022,Metrocity
I222949,C266509,Male,21,Cosmetics,3,121.98,Credit Card,3/1/2022,Metrocity
I254514,C257305,Male,21,Souvenir,5,58.65,Cash,2/8/2022,Kanyon
I270361,C307145,Female,21,Souvenir,5,58.65,Cash,1/5/2022,Kanyon
I254540,C298548,Female,21,Souvenir,5,58.65,Cash,1/8/2022,Mall of Istanbul
I128462,C271616,Female,21,Shoes,5,3000.85,Cash,2/8/2022,Kanyon
I311958,C199113,Female,21,Shoes,5,3000.85,Cash,1/20/2022,Mall of Istanbul
I983422,C290293,Male,21,Shoes,5,3000.85,Credit Card,1/20/2022,Kanyon
I320842,C829221,Male,21,Clothing,3,900.24,Cash,3/24/2022,Metrocity
I306447,C740490,Female,21,Clothing,3,900.24,Credit Card,1/9/2022,Zorlu Center
I110797,C334982,Male,21,Clothing,3,900.24,Debit Card,1/28/2022,Metrocity
I188294,C288541,Female,21,Clothing,3,900.24,Cash,3/20/2022,Forum Istanbul
I207253,C215198,Male,21,Clothing,3,900.24,Credit Card,1/2/2022,Mall of Istanbul
I104004,C646863,Male,21,Clothing,3,900.24,Debit Card,3/20/2022,Kanyon
I725638,C253534,Female,21,Clothing,3,900.24,Debit Card,1/8/2022,Metrocity
I635146,C296741,Female,21,Clothing,3,900.24,Debit Card,2/1/2022,Kanyon
I295374,C420506,Female,21,Clothing,3,900.24,Cash,3/31/2022,Metrocity
I261416,C526213,Female,21,Clothing,3,900.24,Credit Card,2/21/2022,Kanyon
I410060,C141843,Female,21,Clothing,3,900.24,Credit Card,2/1/2022,Kanyon
I890597,C320474,Male,21,Clothing,3,900.24,Cash,1/14/2022,Mall of Istanbul
I134942,C327201,Female,21,Food & Beverage,5,26.15,Cash,2/4/2022,Kanyon
I236388,C285770,Male,21,Food & Beverage,5,26.15,Debit Card,3/13/2022,Metrocity
I387636,C770260,Male,21,Food & Beverage,5,26.15,Cash,1/25/2022,Kanyon
I280924,C217428,Female,21,Food & Beverage,5,26.15,Cash,3/18/2022,Metrocity
I819481,C188784,Male,21,Food & Beverage,5,26.15,Debit Card,3/22/2022,Kanyon
I206758,C234871,Female,21,Food & Beverage,5,26.15,Cash,2/1/2022,Kanyon
I234078,C686472,Female,21,Toys,5,179.2,Credit Card,3/7/2022,Metrocity
I566022,C178062,Female,21,Toys,5,179.2,Cash,3/17/2022,Forum Istanbul
I310157,C172011,Female,21,Toys,5,179.2,Cash,2/7/2022,Zorlu Center
I245250,C125209,Female,21,Shoes,1,600.17,Cash,2/5/2022,Mall of Istanbul
I570421,C180782,Female,21,Shoes,1,600.17,Credit Card,1/1/2022,Metrocity
I259399,C676484,Female,21,Shoes,1,600.17,Credit Card,2/15/2022,Kanyon
I186055,C909032,Female,21,Shoes,1,600.17,Cash,1/26/2022,Kanyon
I145291,C211991,Female,21,Shoes,2,1200.34,Debit Card,3/13/2022,Metrocity
I468573,C235822,Female,21,Shoes,4,2400.68,Credit Card,3/14/2022,Metrocity
I280384,C485468,Female,21,Shoes,4,2400.68,Cash,1/21/2022,Mall of Istanbul
I120997,C133896,Female,21,Shoes,4,2400.68,Cash,1/21/2022,Metrocity
I654486,C139813,Female,21,Shoes,4,2400.68,Debit Card,1/2/2022,Mall of Istanbul
I190889,C291933,Female,21,Cosmetics,5,203.3,Credit Card,3/19/2022,Kanyon
I137805,C319676,Male,21,Cosmetics,5,203.3,Cash,1/8/2022,Kanyon
I249509,C917929,Male,21,Cosmetics,5,203.3,Cash,2/3/2022,Metrocity
I307917,C268412,Male,21,Cosmetics,5,203.3,Debit Card,3/19/2022,Zorlu Center
I109961,C719700,Male,21,Cosmetics,5,203.3,Debit Card,3/8/2022,Mall of Istanbul
I867619,C889417,Female,21,Clothing,5,1500.4,Cash,1/16/2022,Metrocity
I311613,C151647,Female,21,Clothing,5,1500.4,Cash,3/16/2022,Mall of Istanbul
I238638,C121855,Female,21,Clothing,5,1500.4,Credit Card,3/22/2022,Metrocity
I188293,C132890,Female,21,Clothing,5,1500.4,Credit Card,1/15/2022,Metrocity
I926302,C246816,Female,21,Clothing,5,1500.4,Cash,3/15/2022,Mall of Istanbul
I238375,C189880,Female,21,Clothing,5,1500.4,Credit Card,1/13/2022,Forum Istanbul
I237704,C974693,Female,21,Clothing,5,1500.4,Credit Card,2/19/2022,Metrocity
I286164,C191490,Male,21,Clothing,5,1500.4,Credit Card,1/29/2022,Metrocity
I267767,C561451,Female,21,Books,3,45.45,Debit Card,1/18/2022,Mall of Istanbul
I204208,C253219,Male,21,Books,3,45.45,Credit Card,3/5/2022,Metrocity
I332157,C258466,Male,21,Souvenir,3,35.19,Credit Card,2/7/2022,Kanyon
I225805,C964985,Male,21,Souvenir,3,35.19,Debit Card,1/13/2022,Forum Istanbul
I262061,C197706,Male,21,Souvenir,3,35.19,Cash,1/14/2022,Zorlu Center
I937469,C134854,Female,21,Books,1,15.15,Cash,3/11/2022,Kanyon
I301320,C298946,Female,21,Books,2,30.3,Cash,1/8/2022,Mall of Istanbul
I314077,C984274,Female,21,Books,2,30.3,Credit Card,1/26/2022,Metrocity
I751651,C155896,Female,21,Books,4,60.6,Cash,1/28/2022,Metrocity
I849701,C264888,Male,21,Books,4,60.6,Credit Card,1/5/2022,Kanyon
I830665,C146821,Female,21,Books,4,60.6,Debit Card,3/23/2022,Metrocity
I332588,C185617,Male,21,Books,4,60.6,Credit Card,2/9/2022,Mall of Istanbul
I341799,C180932,Female,21,Books,4,60.6,Cash,2/26/2022,Mall of Istanbul
I678868,C125524,Male,21,Books,4,60.6,Cash,2/26/2022,Zorlu Center
I110851,C194720,Female,21,Books,4,60.6,Cash,2/6/2022,Zorlu Center
I208893,C822455,Male,21,Shoes,3,1800.51,Cash,1/31/2022,Forum Istanbul
I175570,C218473,Female,21,Shoes,3,1800.51,Cash,1/16/2022,Mall of Istanbul
I236140,C294970,Male,21,Shoes,3,1800.51,Debit Card,3/16/2022,Kanyon
I261152,C107028,Male,21,Shoes,3,1800.51,Credit Card,3/26/2022,Mall of Istanbul
I628348,C710681,Female,21,Food & Beverage,3,15.69,Debit Card,3/12/2022,Kanyon
I190013,C111350,Female,21,Food & Beverage,3,15.69,Debit Card,1/11/2022,Metrocity
I928299,C211285,Male,21,Food & Beverage,3,15.69,Cash,1/2/2022,Kanyon
I182036,C312649,Female,21,Clothing,1,300.08,Cash,3/3/2022,Forum Istanbul
I182066,C294342,Female,21,Clothing,1,300.08,Credit Card,1/27/2022,Kanyon
I245430,C336624,Female,21,Clothing,1,300.08,Cash,3/2/2022,Metrocity
I159022,C306797,Male,21,Clothing,1,300.08,Debit Card,3/21/2022,Mall of Istanbul
I302546,C527325,Male,21,Clothing,2,600.16,Debit Card,1/20/2022,Mall of Istanbul
I150682,C268623,Female,21,Clothing,2,600.16,Credit Card,3/18/2022,Metrocity
I123516,C328601,Male,21,Clothing,2,600.16,Cash,3/1/2022,Mall of Istanbul
I316459,C198492,Female,21,Clothing,2,600.16,Credit Card,3/6/2022,Kanyon
I116465,C125891,Male,21,Clothing,2,600.16,Cash,3/3/2022,Kanyon
I284925,C124750,Female,21,Clothing,2,600.16,Cash,2/4/2022,Mall of Istanbul
I196425,C658063,Female,21,Clothing,2,600.16,Credit Card,1/14/2022,Kanyon
I278534,C107114,Male,21,Clothing,4,1200.32,Cash,1/21/2022,Forum Istanbul
I800722,C323357,Male,21,Clothing,4,1200.32,Cash,1/24/2022,Zorlu Center
I233342,C213678,Female,21,Clothing,4,1200.32,Debit Card,3/25/2022,Kanyon
I462943,C377362,Male,21,Clothing,4,1200.32,Credit Card,1/13/2022,Mall of Istanbul
I286664,C198692,Female,21,Toys,3,107.52,Debit Card,3/6/2022,Kanyon
I340791,C397032,Male,21,Toys,3,107.52,Debit Card,2/13/2022,Metrocity
I149229,C146418,Female,21,Toys,3,107.52,Credit Card,2/10/2022,Metrocity
I294413,C111946,Female,21,Food & Beverage,1,5.23,Cash,2/18/2022,Metrocity
I224825,C105232,Female,21,Food & Beverage,1,5.23,Cash,1/28/2022,Forum Istanbul
I221163,C293382,Female,21,Food & Beverage,1,5.23,Debit Card,2/22/2022,Kanyon
I333566,C118899,Female,21,Food & Beverage,2,10.46,Credit Card,2/27/2022,Metrocity
I145940,C212726,Male,21,Food & Beverage,2,10.46,Cash,2/10/2022,Mall of Istanbul
I178830,C200490,Female,21,Food & Beverage,2,10.46,Credit Card,3/23/2022,Kanyon
I140895,C101370,Male,21,Food & Beverage,2,10.46,Credit Card,3/8/2022,Kanyon
I406740,C109573,Male,21,Food & Beverage,4,20.92,Credit Card,2/10/2022,Metrocity
I201148,C206388,Male,21,Food & Beverage,4,20.92,Debit Card,1/25/2022,Mall of Istanbul
I185122,C151818,Male,21,Food & Beverage,4,20.92,Cash,1/29/2022,Forum Istanbul
I320684,C216054,Female,21,Toys,1,35.84,Cash,3/31/2022,Forum Istanbul
I103248,C202349,Female,21,Toys,2,71.68,Cash,3/12/2022,Kanyon
I109962,C213685,Male,21,Toys,2,71.68,Credit Card,3/15/2022,Metrocity
I220762,C683090,Female,21,Toys,2,71.68,Debit Card,2/13/2022,Kanyon
I485520,C198539,Female,21,Toys,2,71.68,Cash,1/10/2022,Kanyon
I215194,C141027,Female,21,Toys,2,71.68,Cash,3/7/2022,Mall of Istanbul
I188110,C996363,Female,21,Toys,2,71.68,Cash,1/20/2022,Mall of Istanbul
I141684,C274854,Male,21,Toys,4,143.36,Cash,2/15/2022,Kanyon
I164409,C683948,Female,21,Toys,4,143.36,Cash,1/19/2022,Mall of Istanbul
I214352,C229449,Female,21,Souvenir,1,11.73,Debit Card,2/3/2022,Metrocity
I310837,C401627,Female,21,Souvenir,2,23.46,Credit Card,2/10/2022,Kanyon
I692335,C347776,Male,21,Souvenir,2,23.46,Debit Card,2/18/2022,Mall of Istanbul
I257405,C300071,Male,21,Souvenir,4,46.92,Cash,2/24/2022,Kanyon
I131783,C161665,Female,21,Souvenir,4,46.92,Cash,3/20/2022,Mall of Istanbul
I133316,C976316,Male,22,Technology,1,1050,Cash,1/31/2022,Mall of Istanbul
I321936,C241670,Female,22,Technology,1,1050,Cash,1/12/2022,Kanyon
I952825,C709721,Male,22,Technology,2,2100,Cash,1/8/2022,Mall of Istanbul
I137351,C770394,Male,22,Technology,4,4200,Credit Card,1/12/2022,Kanyon
I806030,C314065,Male,22,Technology,4,4200,Debit Card,1/4/2022,Metrocity
I283175,C187042,Male,22,Technology,3,3150,Cash,2/2/2022,Forum Istanbul
I125725,C901628,Male,22,Technology,3,3150,Cash,1/1/2022,Mall of Istanbul
I262496,C809755,Male,22,Technology,3,3150,Debit Card,2/28/2022,Kanyon
I701725,C123609,Female,22,Books,5,75.75,Credit Card,3/7/2022,Kanyon
I328790,C451997,Male,22,Books,5,75.75,Credit Card,1/16/2022,Zorlu Center
I134675,C173469,Male,22,Cosmetics,1,40.66,Debit Card,1/22/2022,Mall of Istanbul
I159744,C410052,Female,22,Cosmetics,1,40.66,Credit Card,2/23/2022,Kanyon
I195540,C131746,Female,22,Cosmetics,1,40.66,Credit Card,1/8/2022,Metrocity
I162685,C239218,Female,22,Cosmetics,1,40.66,Cash,1/21/2022,Kanyon
I295874,C159296,Male,22,Cosmetics,2,81.32,Cash,1/22/2022,Kanyon
I205057,C819698,Female,22,Cosmetics,2,81.32,Cash,1/7/2022,Mall of Istanbul
I204006,C240782,Female,22,Cosmetics,2,81.32,Credit Card,3/29/2022,Kanyon
I230286,C200645,Female,22,Cosmetics,2,81.32,Credit Card,3/4/2022,Mall of Istanbul
I173143,C170141,Male,22,Cosmetics,2,81.32,Debit Card,1/4/2022,Metrocity
I323763,C182439,Male,22,Cosmetics,4,162.64,Cash,2/21/2022,Mall of Istanbul
I264580,C309318,Female,22,Cosmetics,4,162.64,Credit Card,3/12/2022,Forum Istanbul
I344847,C503653,Female,22,Cosmetics,4,162.64,Cash,1/26/2022,Metrocity
I778104,C680697,Female,22,Cosmetics,4,162.64,Credit Card,3/31/2022,Mall of Istanbul
I271553,C115437,Female,22,Cosmetics,4,162.64,Debit Card,1/8/2022,Metrocity
I332185,C126190,Female,22,Cosmetics,4,162.64,Credit Card,3/31/2022,Kanyon
I142202,C213732,Female,22,Cosmetics,4,162.64,Cash,1/15/2022,Mall of Istanbul
I328039,C200206,Male,22,Cosmetics,4,162.64,Debit Card,1/11/2022,Zorlu Center
I171444,C306628,Male,22,Cosmetics,4,162.64,Credit Card,2/18/2022,Kanyon
I171498,C178458,Male,22,Cosmetics,3,121.98,Cash,1/30/2022,Mall of Istanbul
I180290,C297234,Female,22,Cosmetics,3,121.98,Cash,1/30/2022,Kanyon
I547924,C257839,Female,22,Cosmetics,3,121.98,Credit Card,2/17/2022,Forum Istanbul
